session_id,hitNumber,hit_type,eCommerceAction_action_type,productSKU,v2ProductCategory,productPrice
103538,1,EVENT,2,GGOE00055,Drinkware,8.75
103539,1,EVENT,2,GGOE00184,Lifestyle,10.48
103540,1,EVENT,2,GGOE00201,Lifestyle,23.68
103541,1,EVENT,2,GGOE00126,Bags,49.94
103543,1,EVENT,2,GGOE00312,Headgear,30.43
103543,2,EVENT,3,GGOE00312,Headgear,30.43
103543,3,EVENT,5,GGOE00312,Headgear,30.43
103545,1,EVENT,2,GGOE00244,Electronics Accessories,8.62
103548,1,EVENT,2,GGOE00012,Apparel,24.23
103549,1,EVENT,2,GGOE00038,Apparel,51.84
103552,1,EVENT,2,GGOE00050,Apparel,29.34
103553,1,EVENT,2,GGOE00056,Drinkware,25.41
103555,1,EVENT,2,GGOE00035,Apparel,21.63
103560,1,EVENT,2,GGOE00174,Office,10.88
103562,1,EVENT,2,GGOE00044,Apparel,42.71
103565,1,EVENT,2,GGOE00277,Electronics Accessories,37.68
103569,1,EVENT,2,GGOE00121,Bags,97.23
103574,1,EVENT,2,GGOE00143,Office,10.88
103576,1,EVENT,2,GGOE00053,Apparel,30.61
103578,1,EVENT,2,GGOE00160,Office,22.97
103579,1,EVENT,2,GGOE00223,Lifestyle,15.89
103581,1,EVENT,2,GGOE00278,Electronics Accessories,31.32
103583,1,EVENT,2,GGOE00264,Electronics Accessories,41.07
103584,1,EVENT,2,GGOE00353,Nest,264.12
103588,1,EVENT,2,GGOE00160,Office,22.97
103589,1,EVENT,2,GGOE00331,Headgear,32.69
103591,1,EVENT,2,GGOE00112,Bags,112.68
103595,1,EVENT,2,GGOE00190,Lifestyle,11.2
103596,1,EVENT,2,GGOE00054,Drinkware,13.08
103597,1,EVENT,2,GGOE00242,Electronics Accessories,7.25
103597,2,EVENT,3,GGOE00242,Electronics Accessories,7.25
103599,1,EVENT,2,GGOE00247,Electronics Accessories,18.83
103599,2,EVENT,3,GGOE00247,Electronics Accessories,18.83
103599,3,EVENT,5,GGOE00247,Electronics Accessories,18.83
103601,1,EVENT,2,GGOE00250,Electronics Accessories,12.03
103604,1,EVENT,2,GGOE00139,Bags,91.7
103605,1,EVENT,2,GGOE00027,Apparel,56.02
103606,1,EVENT,2,GGOE00227,Lifestyle,73.89
103607,1,EVENT,2,GGOE00074,Drinkware,8.29
103608,1,EVENT,2,GGOE00347,Nest,105.79
103609,1,EVENT,2,GGOE00105,Bags,74.93
103611,1,EVENT,2,GGOE00237,Electronics Accessories,42.68
103611,2,EVENT,3,GGOE00237,Electronics Accessories,42.68
103611,3,EVENT,5,GGOE00237,Electronics Accessories,42.68
103611,4,EVENT,6,GGOE00237,Electronics Accessories,42.68
103612,1,EVENT,2,GGOE00323,Headgear,10.48
103615,1,EVENT,2,GGOE00090,Drinkware,5.95
103618,1,EVENT,2,GGOE00097,Bags,13.34
103619,1,EVENT,2,GGOE00166,Office,16.82
103619,2,EVENT,3,GGOE00166,Office,16.82
103621,1,EVENT,2,GGOE00218,Lifestyle,80.37
103622,1,EVENT,2,GGOE00277,Electronics Accessories,37.68
103623,1,EVENT,2,GGOE00297,Headgear,25.31
103624,1,EVENT,2,GGOE00203,Lifestyle,11.25
103626,1,EVENT,2,GGOE00223,Lifestyle,15.89
103628,1,EVENT,2,GGOE00358,Nest,180.73
103631,1,EVENT,2,GGOE00142,Bags,106.6
103632,1,EVENT,2,GGOE00001,Apparel,55.07
103635,1,EVENT,2,GGOE00018,Apparel,41.86
103636,1,EVENT,2,GGOE00315,Headgear,11.72
103638,1,EVENT,2,GGOE00278,Electronics Accessories,31.32
103640,1,EVENT,2,GGOE00095,Drinkware,23.78
103645,1,EVENT,2,GGOE00252,Electronics Accessories,16.85
103647,1,EVENT,2,GGOE00252,Electronics Accessories,16.85
103648,1,EVENT,2,GGOE00347,Nest,105.79
103649,1,EVENT,2,GGOE00198,Lifestyle,74.55
103651,1,EVENT,2,GGOE00044,Apparel,42.71
103656,1,EVENT,2,GGOE00271,Electronics Accessories,40.12
103657,1,EVENT,2,GGOE00183,Lifestyle,11.83
103659,1,EVENT,2,GGOE00309,Headgear,22.8
103663,1,EVENT,2,GGOE00344,Nest,278.08
103666,1,EVENT,2,GGOE00255,Electronics Accessories,34.61
103667,1,EVENT,2,GGOE00105,Bags,74.93
103667,2,EVENT,3,GGOE00105,Bags,74.93
103667,3,EVENT,5,GGOE00105,Bags,74.93
103667,4,EVENT,6,GGOE00105,Bags,74.93
103669,1,EVENT,2,GGOE00196,Lifestyle,84.94
103670,1,EVENT,2,GGOE00310,Headgear,27.48
103672,1,EVENT,2,GGOE00051,Apparel,40.71
103673,1,EVENT,2,GGOE00262,Electronics Accessories,8.49
103674,1,EVENT,2,GGOE00341,Nest,63.19
103677,1,EVENT,2,GGOE00249,Electronics Accessories,25.66
103677,2,EVENT,3,GGOE00249,Electronics Accessories,25.66
103677,3,EVENT,5,GGOE00249,Electronics Accessories,25.66
103678,1,EVENT,2,GGOE00091,Drinkware,26.91
103681,1,EVENT,2,GGOE00157,Office,5.87
103683,1,EVENT,2,GGOE00188,Lifestyle,23.38
103684,1,EVENT,2,GGOE00279,Electronics Accessories,18.57
103687,1,EVENT,2,GGOE00172,Office,5.41
103689,1,EVENT,2,GGOE00260,Electronics Accessories,8.51
103690,1,EVENT,2,GGOE00011,Apparel,25.36
103691,1,EVENT,2,GGOE00061,Drinkware,20.95
103701,1,EVENT,2,GGOE00212,Lifestyle,73.39
103708,1,EVENT,2,GGOE00354,Nest,170.06
103711,1,EVENT,2,GGOE00092,Drinkware,16.69
103712,1,EVENT,2,GGOE00095,Drinkware,23.78
103713,1,EVENT,2,GGOE00118,Bags,99.68
103716,1,EVENT,2,GGOE00208,Lifestyle,35.77
103718,1,EVENT,2,GGOE00322,Headgear,11.33
103719,1,EVENT,2,GGOE00322,Headgear,11.33
103723,1,EVENT,2,GGOE00044,Apparel,42.71
103723,2,EVENT,3,GGOE00044,Apparel,42.71
103724,1,EVENT,2,GGOE00277,Electronics Accessories,37.68
103724,2,EVENT,3,GGOE00277,Electronics Accessories,37.68
103724,3,EVENT,5,GGOE00277,Electronics Accessories,37.68
103725,1,EVENT,2,GGOE00056,Drinkware,25.41
103726,1,EVENT,2,GGOE00033,Apparel,21.24
103728,1,EVENT,2,GGOE00213,Lifestyle,33.73
103729,1,EVENT,2,GGOE00241,Electronics Accessories,30.6
103730,1,EVENT,2,GGOE00319,Headgear,27.24
103732,1,EVENT,2,GGOE00268,Electronics Accessories,29.04
103734,1,EVENT,2,GGOE00343,Nest,271.17
103734,2,EVENT,3,GGOE00343,Nest,271.17
103734,3,EVENT,5,GGOE00343,Nest,271.17
103735,1,EVENT,2,GGOE00147,Office,13.47
103736,1,EVENT,2,GGOE00298,Headgear,12.98
103737,1,EVENT,2,GGOE00135,Bags,117.84
103740,1,EVENT,2,GGOE00036,Apparel,29.74
103743,1,EVENT,2,GGOE00179,Lifestyle,73.77
103744,1,EVENT,2,GGOE00247,Electronics Accessories,18.83
103746,1,EVENT,2,GGOE00157,Office,5.87
103747,1,EVENT,2,GGOE00144,Office,23.15
103752,1,EVENT,2,GGOE00174,Office,10.88
103753,1,EVENT,2,GGOE00266,Electronics Accessories,15.87
103755,1,EVENT,2,GGOE00208,Lifestyle,35.77
103755,2,EVENT,3,GGOE00208,Lifestyle,35.77
103755,3,EVENT,5,GGOE00208,Lifestyle,35.77
103755,4,EVENT,6,GGOE00208,Lifestyle,35.77
103756,1,EVENT,2,GGOE00125,Bags,31.84
103757,1,EVENT,2,GGOE00210,Lifestyle,17.24
103761,1,EVENT,2,GGOE00099,Bags,116.39
103762,1,EVENT,2,GGOE00265,Electronics Accessories,14.31
103765,1,EVENT,2,GGOE00359,Nest,119.74
103769,1,EVENT,2,GGOE00011,Apparel,25.36
103773,1,EVENT,2,GGOE00173,Office,2.48
103776,1,EVENT,2,GGOE00161,Office,21.16
103777,1,EVENT,2,GGOE00152,Office,18.21
103780,1,EVENT,2,GGOE00012,Apparel,24.23
103782,1,EVENT,2,GGOE00213,Lifestyle,33.73
103783,1,EVENT,2,GGOE00098,Bags,23.52
103786,1,EVENT,2,GGOE00316,Headgear,28.53
103786,2,EVENT,3,GGOE00316,Headgear,28.53
103786,3,EVENT,5,GGOE00316,Headgear,28.53
103787,1,EVENT,2,GGOE00177,Office,18.52
103789,1,EVENT,2,GGOE00047,Apparel,37.97
103792,1,EVENT,2,GGOE00348,Nest,80.23
103795,1,EVENT,2,GGOE00345,Nest,110.64
103796,1,EVENT,2,GGOE00136,Bags,66.71
103796,2,EVENT,3,GGOE00136,Bags,66.71
103796,3,EVENT,5,GGOE00136,Bags,66.71
103796,4,EVENT,6,GGOE00136,Bags,66.71
103801,1,EVENT,2,GGOE00293,Headgear,33.36
103806,1,EVENT,2,GGOE00215,Lifestyle,73.36
103807,1,EVENT,2,GGOE00355,Nest,94.93
103808,1,EVENT,2,GGOE00167,Office,8.36
103809,1,EVENT,2,GGOE00131,Bags,47.41
103818,1,EVENT,2,GGOE00318,Headgear,12.0
103819,1,EVENT,2,GGOE00021,Apparel,19.69
103821,1,EVENT,2,GGOE00082,Drinkware,18.81
103825,1,EVENT,2,GGOE00197,Lifestyle,52.15
103826,1,EVENT,2,GGOE00341,Nest,63.19
103827,1,EVENT,2,GGOE00098,Bags,23.52
103828,1,EVENT,2,GGOE00227,Lifestyle,73.89
103831,1,EVENT,2,GGOE00099,Bags,116.39
103832,1,EVENT,2,GGOE00143,Office,10.88
103833,1,EVENT,2,GGOE00026,Apparel,34.38
103836,1,EVENT,2,GGOE00296,Headgear,18.67
103839,1,EVENT,2,GGOE00328,Headgear,20.05
103840,1,EVENT,2,GGOE00233,Electronics Accessories,4.12
103840,2,EVENT,3,GGOE00233,Electronics Accessories,4.12
103840,3,EVENT,5,GGOE00233,Electronics Accessories,4.12
103840,4,EVENT,6,GGOE00233,Electronics Accessories,4.12
103842,1,EVENT,2,GGOE00345,Nest,110.64
103843,1,EVENT,2,GGOE00102,Bags,67.61
103844,1,EVENT,2,GGOE00214,Lifestyle,78.75
103845,1,EVENT,2,GGOE00291,Headgear,27.47
103846,1,EVENT,2,GGOE00038,Apparel,51.84
103848,1,EVENT,2,GGOE00359,Nest,119.74
103850,1,EVENT,2,GGOE00325,Headgear,11.15
103851,1,EVENT,2,GGOE00090,Drinkware,5.95
103853,1,EVENT,2,GGOE00035,Apparel,21.63
103855,1,EVENT,2,GGOE00027,Apparel,56.02
103856,1,EVENT,2,GGOE00181,Lifestyle,50.91
103857,1,EVENT,2,GGOE00017,Apparel,50.05
103858,1,EVENT,2,GGOE00353,Nest,264.12
103859,1,EVENT,2,GGOE00294,Headgear,30.76
103861,1,EVENT,2,GGOE00291,Headgear,27.47
103863,1,EVENT,2,GGOE00243,Electronics Accessories,18.98
103864,1,EVENT,2,GGOE00013,Apparel,33.36
103865,1,EVENT,2,GGOE00121,Bags,97.23
103866,1,EVENT,2,GGOE00329,Headgear,28.26
103871,1,EVENT,2,GGOE00298,Headgear,12.98
103873,1,EVENT,2,GGOE00142,Bags,106.6
103873,2,EVENT,3,GGOE00142,Bags,106.6
103875,1,EVENT,2,GGOE00166,Office,16.82
103875,2,EVENT,3,GGOE00166,Office,16.82
103877,1,EVENT,2,GGOE00031,Apparel,23.88
103878,1,EVENT,2,GGOE00020,Apparel,22.33
103879,1,EVENT,2,GGOE00073,Drinkware,21.56
103881,1,EVENT,2,GGOE00257,Electronics Accessories,15.59
103885,1,EVENT,2,GGOE00211,Lifestyle,59.38
103886,1,EVENT,2,GGOE00153,Office,16.11
103887,1,EVENT,2,GGOE00317,Headgear,34.81
103888,1,EVENT,2,GGOE00004,Apparel,26.41
103890,1,EVENT,2,GGOE00154,Office,24.32
103890,2,EVENT,3,GGOE00154,Office,24.32
103890,3,EVENT,5,GGOE00154,Office,24.32
103890,4,EVENT,6,GGOE00154,Office,24.32
103891,1,EVENT,2,GGOE00257,Electronics Accessories,15.59
103892,1,EVENT,2,GGOE00342,Nest,297.84
103893,1,EVENT,2,GGOE00047,Apparel,37.97
103893,2,EVENT,3,GGOE00047,Apparel,37.97
103893,3,EVENT,5,GGOE00047,Apparel,37.97
103894,1,EVENT,2,GGOE00330,Headgear,13.15
103894,2,EVENT,3,GGOE00330,Headgear,13.15
103894,3,EVENT,5,GGOE00330,Headgear,13.15
103894,4,EVENT,6,GGOE00330,Headgear,13.15
103895,1,EVENT,2,GGOE00222,Lifestyle,57.97
103898,1,EVENT,2,GGOE00260,Electronics Accessories,8.51
103899,1,EVENT,2,GGOE00047,Apparel,37.97
103900,1,EVENT,2,GGOE00175,Office,19.34
103901,1,EVENT,2,GGOE00359,Nest,119.74
103903,1,EVENT,2,GGOE00015,Apparel,38.57
103904,1,EVENT,2,GGOE00057,Drinkware,14.49
103905,1,EVENT,2,GGOE00203,Lifestyle,11.25
103906,1,EVENT,2,GGOE00282,Electronics Accessories,34.81
103909,1,EVENT,2,GGOE00138,Bags,108.62
103910,1,EVENT,2,GGOE00181,Lifestyle,50.91
103911,1,EVENT,2,GGOE00292,Headgear,34.91
103913,1,EVENT,2,GGOE00215,Lifestyle,73.36
103918,1,EVENT,2,GGOE00199,Lifestyle,61.96
103920,1,EVENT,2,GGOE00284,Headgear,22.48
103920,2,EVENT,3,GGOE00284,Headgear,22.48
103920,3,EVENT,5,GGOE00284,Headgear,22.48
103922,1,EVENT,2,GGOE00241,Electronics Accessories,30.6
103924,1,EVENT,2,GGOE00245,Electronics Accessories,30.82
103927,1,EVENT,2,GGOE00279,Electronics Accessories,18.57
103931,1,EVENT,2,GGOE00245,Electronics Accessories,30.82
103934,1,EVENT,2,GGOE00004,Apparel,26.41
103936,1,EVENT,2,GGOE00125,Bags,31.84
103936,2,EVENT,3,GGOE00125,Bags,31.84
103936,3,EVENT,5,GGOE00125,Bags,31.84
103936,4,EVENT,6,GGOE00125,Bags,31.84
103937,1,EVENT,2,GGOE00259,Electronics Accessories,35.05
103939,1,EVENT,2,GGOE00071,Drinkware,12.51
103940,1,EVENT,2,GGOE00289,Headgear,29.59
103941,1,EVENT,2,GGOE00115,Bags,99.16
103942,1,EVENT,2,GGOE00001,Apparel,55.07
103944,1,EVENT,2,GGOE00328,Headgear,20.05
103945,1,EVENT,2,GGOE00085,Drinkware,21.04
103949,1,EVENT,2,GGOE00280,Electronics Accessories,5.7
103949,2,EVENT,3,GGOE00280,Electronics Accessories,5.7
103949,3,EVENT,5,GGOE00280,Electronics Accessories,5.7
103951,1,EVENT,2,GGOE00320,Headgear,30.28
103952,1,EVENT,2,GGOE00301,Headgear,27.47
103953,1,EVENT,2,GGOE00152,Office,18.21
103953,2,EVENT,3,GGOE00152,Office,18.21
103953,3,EVENT,5,GGOE00152,Office,18.21
103955,1,EVENT,2,GGOE00247,Electronics Accessories,18.83
103955,2,EVENT,3,GGOE00247,Electronics Accessories,18.83
103955,3,EVENT,5,GGOE00247,Electronics Accessories,18.83
103957,1,EVENT,2,GGOE00134,Bags,58.89
103958,1,EVENT,2,GGOE00035,Apparel,21.63
103961,1,EVENT,2,GGOE00144,Office,23.15
103963,1,EVENT,2,GGOE00104,Bags,47.86
103965,1,EVENT,2,GGOE00094,Drinkware,13.05
103967,1,EVENT,2,GGOE00317,Headgear,34.81
103968,1,EVENT,2,GGOE00062,Drinkware,21.91
103973,1,EVENT,2,GGOE00264,Electronics Accessories,41.07
103976,1,EVENT,2,GGOE00361,Nest,206.13
103977,1,EVENT,2,GGOE00352,Nest,93.08
103978,1,EVENT,2,GGOE00179,Lifestyle,73.77
103979,1,EVENT,2,GGOE00312,Headgear,30.43
103981,1,EVENT,2,GGOE00087,Drinkware,14.41
103981,2,EVENT,3,GGOE00087,Drinkware,14.41
103983,1,EVENT,2,GGOE00346,Nest,147.53
103984,1,EVENT,2,GGOE00282,Electronics Accessories,34.81
103986,1,EVENT,2,GGOE00011,Apparel,25.36
103990,1,EVENT,2,GGOE00280,Electronics Accessories,5.7
103991,1,EVENT,2,GGOE00286,Headgear,32.21
103992,1,EVENT,2,GGOE00355,Nest,94.93
103993,1,EVENT,2,GGOE00069,Drinkware,10.38
103997,1,EVENT,2,GGOE00003,Apparel,22.81
103999,1,EVENT,2,GGOE00339,Nest,228.94
104000,1,EVENT,2,GGOE00267,Electronics Accessories,37.98
104001,1,EVENT,2,GGOE00357,Nest,115.47
104006,1,EVENT,2,GGOE00239,Electronics Accessories,13.62
104008,1,EVENT,2,GGOE00040,Apparel,24.84
104009,1,EVENT,2,GGOE00070,Drinkware,21.79
104010,1,EVENT,2,GGOE00057,Drinkware,14.49
104012,1,EVENT,2,GGOE00355,Nest,94.93
104013,1,EVENT,2,GGOE00196,Lifestyle,84.94
104014,1,EVENT,2,GGOE00037,Apparel,12.18
104014,2,EVENT,3,GGOE00037,Apparel,12.18
104017,1,EVENT,2,GGOE00088,Drinkware,15.27
104021,1,EVENT,2,GGOE00008,Apparel,50.26
104022,1,EVENT,2,GGOE00182,Lifestyle,83.08
104024,1,EVENT,2,GGOE00108,Bags,67.1
104026,1,EVENT,2,GGOE00152,Office,18.21
104028,1,EVENT,2,GGOE00031,Apparel,23.88
104031,1,EVENT,2,GGOE00162,Office,3.7
104031,2,EVENT,3,GGOE00162,Office,3.7
104032,1,EVENT,2,GGOE00290,Headgear,25.4
104034,1,EVENT,2,GGOE00295,Headgear,28.98
104035,1,EVENT,2,GGOE00167,Office,8.36
104037,1,EVENT,2,GGOE00295,Headgear,28.98
104038,1,EVENT,2,GGOE00288,Headgear,12.98
104041,1,EVENT,2,GGOE00068,Drinkware,29.2
104042,1,EVENT,2,GGOE00053,Apparel,30.61
104043,1,EVENT,2,GGOE00178,Office,3.72
104047,1,EVENT,2,GGOE00215,Lifestyle,73.36
104048,1,EVENT,2,GGOE00029,Apparel,36.68
104049,1,EVENT,2,GGOE00349,Nest,57.26
104051,1,EVENT,2,GGOE00318,Headgear,12.0
104052,1,EVENT,2,GGOE00111,Bags,26.62
104057,1,EVENT,2,GGOE00040,Apparel,24.84
104058,1,EVENT,2,GGOE00010,Apparel,26.55
104058,2,EVENT,3,GGOE00010,Apparel,26.55
104060,1,EVENT,2,GGOE00159,Office,6.11
104061,1,EVENT,2,GGOE00166,Office,16.82
104066,1,EVENT,2,GGOE00241,Electronics Accessories,30.6
104067,1,EVENT,2,GGOE00215,Lifestyle,73.36
104068,1,EVENT,2,GGOE00287,Headgear,11.4
104068,2,EVENT,3,GGOE00287,Headgear,11.4
104069,1,EVENT,2,GGOE00219,Lifestyle,24.18
104071,1,EVENT,2,GGOE00018,Apparel,41.86
104074,1,EVENT,2,GGOE00030,Apparel,35.85
104076,1,EVENT,2,GGOE00007,Apparel,51.42
104077,1,EVENT,2,GGOE00104,Bags,47.86
104080,1,EVENT,2,GGOE00314,Headgear,18.46
104085,1,EVENT,2,GGOE00038,Apparel,51.84
104085,2,EVENT,3,GGOE00038,Apparel,51.84
104088,1,EVENT,2,GGOE00223,Lifestyle,15.89
104089,1,EVENT,2,GGOE00184,Lifestyle,10.48
104090,1,EVENT,2,GGOE00292,Headgear,34.91
104091,1,EVENT,2,GGOE00081,Drinkware,28.2
104092,1,EVENT,2,GGOE00344,Nest,278.08
104093,1,EVENT,2,GGOE00160,Office,22.97
104097,1,EVENT,2,GGOE00308,Headgear,18.46
104099,1,EVENT,2,GGOE00258,Electronics Accessories,6.26
104100,1,EVENT,2,GGOE00354,Nest,170.06
104101,1,EVENT,2,GGOE00252,Electronics Accessories,16.85
104102,1,EVENT,2,GGOE00049,Apparel,53.82
104104,1,EVENT,2,GGOE00233,Electronics Accessories,4.12
104109,1,EVENT,2,GGOE00163,Office,15.49
104111,1,EVENT,2,GGOE00218,Lifestyle,80.37
104113,1,EVENT,2,GGOE00173,Office,2.48
104115,1,EVENT,2,GGOE00351,Nest,79.78
104117,1,EVENT,2,GGOE00004,Apparel,26.41
104118,1,EVENT,2,GGOE00173,Office,2.48
104120,1,EVENT,2,GGOE00153,Office,16.11
104122,1,EVENT,2,GGOE00087,Drinkware,14.41
104123,1,EVENT,2,GGOE00311,Headgear,18.3
104124,1,EVENT,2,GGOE00171,Office,16.25
104125,1,EVENT,2,GGOE00340,Nest,162.75
104126,1,EVENT,2,GGOE00350,Nest,174.83
104130,1,EVENT,2,GGOE00023,Apparel,14.11
104131,1,EVENT,2,GGOE00332,Nest,103.3
104132,1,EVENT,2,GGOE00013,Apparel,33.36
104133,1,EVENT,2,GGOE00093,Drinkware,18.69
104134,1,EVENT,2,GGOE00174,Office,10.88
104138,1,EVENT,2,GGOE00312,Headgear,30.43
104142,1,EVENT,2,GGOE00136,Bags,66.71
104143,1,EVENT,2,GGOE00351,Nest,79.78
104144,1,EVENT,2,GGOE00274,Electronics Accessories,7.07
104147,1,EVENT,2,GGOE00209,Lifestyle,34.08
104148,1,EVENT,2,GGOE00285,Headgear,28.2
104149,1,EVENT,2,GGOE00295,Headgear,28.98
104150,1,EVENT,2,GGOE00138,Bags,108.62
104152,1,EVENT,2,GGOE00129,Bags,114.29
104154,1,EVENT,2,GGOE00099,Bags,116.39
104155,1,EVENT,2,GGOE00103,Bags,106.01
104156,1,EVENT,2,GGOE00170,Office,16.07
104158,1,EVENT,2,GGOE00123,Bags,89.84
104159,1,EVENT,2,GGOE00202,Lifestyle,55.1
104160,1,EVENT,2,GGOE00314,Headgear,18.46
104161,1,EVENT,2,GGOE00190,Lifestyle,11.2
104165,1,EVENT,2,GGOE00199,Lifestyle,61.96
104166,1,EVENT,2,GGOE00221,Lifestyle,60.38
104167,1,EVENT,2,GGOE00190,Lifestyle,11.2
104172,1,EVENT,2,GGOE00310,Headgear,27.48
104183,1,EVENT,2,GGOE00228,Lifestyle,34.83
104184,1,EVENT,2,GGOE00321,Headgear,32.86
104186,1,EVENT,2,GGOE00297,Headgear,25.31
104187,1,EVENT,2,GGOE00270,Electronics Accessories,21.26
104188,1,EVENT,2,GGOE00034,Apparel,45.22
104189,1,EVENT,2,GGOE00282,Electronics Accessories,34.81
104191,1,EVENT,2,GGOE00203,Lifestyle,11.25
104192,1,EVENT,2,GGOE00280,Electronics Accessories,5.7
104193,1,EVENT,2,GGOE00144,Office,23.15
104194,1,EVENT,2,GGOE00045,Apparel,47.61
104195,1,EVENT,2,GGOE00216,Lifestyle,18.59
104197,1,EVENT,2,GGOE00242,Electronics Accessories,7.25
104199,1,EVENT,2,GGOE00248,Electronics Accessories,18.61
104201,1,EVENT,2,GGOE00240,Electronics Accessories,22.17
104202,1,EVENT,2,GGOE00153,Office,16.11
104203,1,EVENT,2,GGOE00339,Nest,228.94
104205,1,EVENT,2,GGOE00268,Electronics Accessories,29.04
104205,2,EVENT,3,GGOE00268,Electronics Accessories,29.04
104206,1,EVENT,2,GGOE00254,Electronics Accessories,6.42
104206,2,EVENT,3,GGOE00254,Electronics Accessories,6.42
104206,3,EVENT,5,GGOE00254,Electronics Accessories,6.42
104206,4,EVENT,6,GGOE00254,Electronics Accessories,6.42
104207,1,EVENT,2,GGOE00266,Electronics Accessories,15.87
104208,1,EVENT,2,GGOE00239,Electronics Accessories,13.62
104210,1,EVENT,2,GGOE00312,Headgear,30.43
104211,1,EVENT,2,GGOE00212,Lifestyle,73.39
104212,1,EVENT,2,GGOE00239,Electronics Accessories,13.62
104213,1,EVENT,2,GGOE00006,Apparel,12.25
104216,1,EVENT,2,GGOE00114,Bags,92.83
104217,1,EVENT,2,GGOE00114,Bags,92.83
104219,1,EVENT,2,GGOE00330,Headgear,13.15
104219,2,EVENT,3,GGOE00330,Headgear,13.15
104219,3,EVENT,5,GGOE00330,Headgear,13.15
104219,4,EVENT,6,GGOE00330,Headgear,13.15
104224,1,EVENT,2,GGOE00144,Office,23.15
104225,1,EVENT,2,GGOE00321,Headgear,32.86
104226,1,EVENT,2,GGOE00250,Electronics Accessories,12.03
104227,1,EVENT,2,GGOE00208,Lifestyle,35.77
104228,1,EVENT,2,GGOE00299,Headgear,28.51
104229,1,EVENT,2,GGOE00083,Drinkware,9.51
104234,1,EVENT,2,GGOE00242,Electronics Accessories,7.25
104234,2,EVENT,3,GGOE00242,Electronics Accessories,7.25
104234,3,EVENT,5,GGOE00242,Electronics Accessories,7.25
104235,1,EVENT,2,GGOE00096,Drinkware,5.63
104236,1,EVENT,2,GGOE00321,Headgear,32.86
104237,1,EVENT,2,GGOE00101,Bags,57.1
104241,1,EVENT,2,GGOE00045,Apparel,47.61
104247,1,EVENT,2,GGOE00295,Headgear,28.98
104250,1,EVENT,2,GGOE00327,Headgear,23.52
104253,1,EVENT,2,GGOE00295,Headgear,28.98
104253,2,EVENT,3,GGOE00295,Headgear,28.98
104255,1,EVENT,2,GGOE00226,Lifestyle,75.56
104257,1,EVENT,2,GGOE00205,Lifestyle,86.73
104258,1,EVENT,2,GGOE00238,Electronics Accessories,18.93
104259,1,EVENT,2,GGOE00311,Headgear,18.3
104260,1,EVENT,2,GGOE00080,Drinkware,9.81
104262,1,EVENT,2,GGOE00098,Bags,23.52
104263,1,EVENT,2,GGOE00355,Nest,94.93
104264,1,EVENT,2,GGOE00244,Electronics Accessories,8.62
104265,1,EVENT,2,GGOE00177,Office,18.52
104267,1,EVENT,2,GGOE00070,Drinkware,21.79
104268,1,EVENT,2,GGOE00109,Bags,94.18
104270,1,EVENT,2,GGOE00063,Drinkware,8.77
104270,2,EVENT,3,GGOE00063,Drinkware,8.77
104270,3,EVENT,5,GGOE00063,Drinkware,8.77
104271,1,EVENT,2,GGOE00081,Drinkware,28.2
104272,1,EVENT,2,GGOE00330,Headgear,13.15
104277,1,EVENT,2,GGOE00291,Headgear,27.47
104279,1,EVENT,2,GGOE00164,Office,12.5
104280,1,EVENT,2,GGOE00283,Headgear,15.19
104281,1,EVENT,2,GGOE00319,Headgear,27.24
104282,1,EVENT,2,GGOE00264,Electronics Accessories,41.07
104283,1,EVENT,2,GGOE00222,Lifestyle,57.97
104284,1,EVENT,2,GGOE00080,Drinkware,9.81
104285,1,EVENT,2,GGOE00340,Nest,162.75
104287,1,EVENT,2,GGOE00236,Electronics Accessories,26.68
104295,1,EVENT,2,GGOE00244,Electronics Accessories,8.62
104296,1,EVENT,2,GGOE00137,Bags,67.33
104297,1,EVENT,2,GGOE00315,Headgear,11.72
104302,1,EVENT,2,GGOE00199,Lifestyle,61.96
104303,1,EVENT,2,GGOE00354,Nest,170.06
104305,1,EVENT,2,GGOE00260,Electronics Accessories,8.51
104305,2,EVENT,3,GGOE00260,Electronics Accessories,8.51
104305,3,EVENT,5,GGOE00260,Electronics Accessories,8.51
104306,1,EVENT,2,GGOE00035,Apparel,21.63
104307,1,EVENT,2,GGOE00068,Drinkware,29.2
104309,1,EVENT,2,GGOE00186,Lifestyle,28.73
104309,2,EVENT,3,GGOE00186,Lifestyle,28.73
104309,3,EVENT,5,GGOE00186,Lifestyle,28.73
104312,1,EVENT,2,GGOE00023,Apparel,14.11
104317,1,EVENT,2,GGOE00124,Bags,34.91
104318,1,EVENT,2,GGOE00066,Drinkware,15.06
104319,1,EVENT,2,GGOE00359,Nest,119.74
104320,1,EVENT,2,GGOE00186,Lifestyle,28.73
104323,1,EVENT,2,GGOE00348,Nest,80.23
104324,1,EVENT,2,GGOE00058,Drinkware,29.47
104326,1,EVENT,2,GGOE00341,Nest,63.19
104331,1,EVENT,2,GGOE00349,Nest,57.26
104332,1,EVENT,2,GGOE00017,Apparel,50.05
104334,1,EVENT,2,GGOE00359,Nest,119.74
104337,1,EVENT,2,GGOE00202,Lifestyle,55.1
104339,1,EVENT,2,GGOE00148,Office,23.82
104340,1,EVENT,2,GGOE00059,Drinkware,19.75
104343,1,EVENT,2,GGOE00047,Apparel,37.97
104346,1,EVENT,2,GGOE00274,Electronics Accessories,7.07
